"","Store","Date","Weekly_Sales"
"1425",30,"2010-09-10",11942.0778947368
"1426",31,"2010-09-10",19516.4246268657
"1427",32,"2010-09-10",15123.2116176471
"1428",33,"2010-09-10",8009.82411764706
"1429",34,"2010-09-10",14312.0138461538
"1430",35,"2010-09-10",16506.0927586207
"1431",36,"2010-09-10",13137.8763636364
"1432",37,"2010-09-10",11846.7286046512
"1433",38,"2010-09-10",8001.35714285714
"1434",39,"2010-09-10",19679.9967692308
"1435",40,"2010-09-10",14853.8316923077
"1436",41,"2010-09-10",17762.5065151515
"1437",42,"2010-09-10",14697.85775
"1438",43,"2010-09-10",20028.7727777778
"1439",44,"2010-09-10",6895.73512195122
"1440",45,"2010-09-10",11693.118852459
"1441",1,"2010-09-17",20941.4132835821
"1442",2,"2010-09-17",26702.2150746269
"1443",3,"2010-09-17",6232.29362068966
"1444",4,"2010-09-17",27897.0847058824
"1445",5,"2010-09-17",4900.39333333333
"1446",6,"2010-09-17",19482.0195522388
"1447",7,"2010-09-17",8249.26101694915
"1448",8,"2010-09-17",12625.028030303
"1449",9,"2010-09-17",8381.99345454545
"1450",10,"2010-09-17",25529.3088059701
"1451",11,"2010-09-17",18380.6010606061
"1452",12,"2010-09-17",13683.1437096774
"1453",13,"2010-09-17",25816.708115942
"1454",14,"2010-09-17",29113.4723880597
"1455",15,"2010-09-17",9228.4073015873
"1456",16,"2010-09-17",9122.97754385965
"1457",17,"2010-09-17",14160.7437704918
"1458",18,"2010-09-17",16774.9071186441
"1459",19,"2010-09-17",20644.6165671642
"1460",20,"2010-09-17",29272.1121212121
"1461",21,"2010-09-17",11156.4590163934
"1462",22,"2010-09-17",15112.6096666667
"1463",23,"2010-09-17",18590.5414516129
"1464",24,"2010-09-17",18923.4753731343
"1465",25,"2010-09-17",10115.619516129
"1466",26,"2010-09-17",14190.5629230769
"1467",27,"2010-09-17",24204.2979104478
"1468",28,"2010-09-17",17269.0213432836
"1469",29,"2010-09-17",7756.84474576271
"1470",30,"2010-09-17",12147.5581578947
"1471",31,"2010-09-17",19293.9267164179
"1472",32,"2010-09-17",15315.4966176471
"1473",33,"2010-09-17",7223.68794117647
"1474",34,"2010-09-17",13575.7961538462
"1475",35,"2010-09-17",14198.4539655172
"1476",36,"2010-09-17",13753.8724242424
"1477",37,"2010-09-17",11643.4318604651
"1478",38,"2010-09-17",7996.21238095238
"1479",39,"2010-09-17",19200.6173846154
"1480",40,"2010-09-17",13090.6150769231
"1481",41,"2010-09-17",16806.6904545455
"1482",42,"2010-09-17",13390.99075
"1483",43,"2010-09-17",20109.3397222222
"1484",44,"2010-09-17",6783.81414634146
"1485",45,"2010-09-17",11623.1370491803
"1486",1,"2010-09-24",19678.7420895522
"1487",2,"2010-09-24",25640.8513432836
"1488",3,"2010-09-24",6103.45551724138
"1489",4,"2010-09-24",26497.7632352941
"1490",5,"2010-09-24",5101.93649122807
"1491",6,"2010-09-24",18905.1464179104
"1492",7,"2010-09-24",8206.86305084746
"1493",8,"2010-09-24",11655.5242424242
"1494",9,"2010-09-24",8197.02272727273
"1495",10,"2010-09-24",24562.6759701493
"1496",11,"2010-09-24",17635.8678787879
"1497",12,"2010-09-24",13640.1298387097
"1498",13,"2010-09-24",24468.26
"1499",14,"2010-09-24",27873.9870149254
"1500",15,"2010-09-24",8640.19206349206
"1501",16,"2010-09-24",8916.46122807017
"1502",17,"2010-09-24",13804.64
"1503",18,"2010-09-24",15944.9276271186
"1504",19,"2010-09-24",19568.4656716418
"1505",20,"2010-09-24",26844.9159090909
"1506",21,"2010-09-24",10958.0849180328
"1507",22,"2010-09-24",14814.2811666667
"1508",23,"2010-09-24",17543.2322580645
"1509",24,"2010-09-24",17342.3955223881
"1510",25,"2010-09-24",9742.26032258065
"1511",26,"2010-09-24",13299.8530769231
"1512",27,"2010-09-24",23625.5579104478
"1513",28,"2010-09-24",16521.5919402985
"1514",29,"2010-09-24",7844.90271186441
"1515",30,"2010-09-24",11778.1160526316
"1516",31,"2010-09-24",18322.956119403
"1517",32,"2010-09-24",15636.4801470588
"1518",33,"2010-09-24",6788.12941176471
"1519",34,"2010-09-24",13304.2938461538
"1520",35,"2010-09-24",12953.7201724138
"1521",36,"2010-09-24",12675.1754545455
"1522",37,"2010-09-24",11477.5888372093
"1523",38,"2010-09-24",7862.77404761905
"1524",39,"2010-09-24",18294.5264615385
"1525",40,"2010-09-24",12917.106
"1526",41,"2010-09-24",16742.5896969697
"1527",42,"2010-09-24",12273.39225
"1528",43,"2010-09-24",18017.1197222222
"1529",44,"2010-09-24",6841.06707317073
"1530",45,"2010-09-24",10967.9568852459
"1531",1,"2010-10-01",21211.8404477612
"1532",2,"2010-10-01",27145.3256716418
"1533",3,"2010-10-01",6155.62844827586
"1534",4,"2010-10-01",26891.0017647059
"1535",5,"2010-10-01",4905.93228070175
"1536",6,"2010-10-01",19690.9014925373
"1537",7,"2010-10-01",7565.02762711864
"1538",8,"2010-10-01",12101.6668181818
"1539",9,"2010-10-01",8924.42745454546
"1540",10,"2010-10-01",24401.9591044776
"1541",11,"2010-10-01",17769.3774242424
"1542",12,"2010-10-01",13610.5666129032
"1543",13,"2010-10-01",25306.7052173913
"1544",14,"2010-10-01",27472.7307462687
"1545",15,"2010-10-01",8896.03238095238
"1546",16,"2010-10-01",8077.97350877193
"1547",17,"2010-10-01",13440.5339344262
"1548",18,"2010-10-01",15870.4469491525
"1549",19,"2010-10-01",20440.1380597015
"1550",20,"2010-10-01",29031.5313636364
"1551",21,"2010-10-01",11026.2768852459
"1552",22,"2010-10-01",14864.724
"1553",23,"2010-10-01",18005.0020967742
"1554",24,"2010-10-01",17989.5513432836
"1555",25,"2010-10-01",10535.0453225806
"1556",26,"2010-10-01",14134.8161538462
"1557",27,"2010-10-01",22815.2329850746
"1558",28,"2010-10-01",17870.1965671642
"1559",29,"2010-10-01",7970.12610169492
"1560",30,"2010-10-01",11704.2821052632
"1561",31,"2010-10-01",18054.1925373134
"1562",32,"2010-10-01",15526.375
"1563",33,"2010-10-01",6566.11882352941
"1564",34,"2010-10-01",13245.3555384615
"1565",35,"2010-10-01",13108.7532758621
"1566",36,"2010-10-01",12754.1706060606
"1567",37,"2010-10-01",12301.9230232558
"1568",38,"2010-10-01",8564.91833333333
"1569",39,"2010-10-01",18594.4730769231
"1570",40,"2010-10-01",13623.8109230769
"1571",41,"2010-10-01",16681.4731818182
"1572",42,"2010-10-01",12009.409
"1573",43,"2010-10-01",18203.9163888889
"1574",44,"2010-10-01",7295.91682926829
"1575",45,"2010-10-01",11107.7086885246
"1576",1,"2010-10-08",22049.1759701493
"1577",2,"2010-10-08",27433.4088059701
"1578",3,"2010-10-08",6766.88637931034
"1579",4,"2010-10-08",28405.0244117647
"1580",5,"2010-10-08",5059.0098245614
"1581",6,"2010-10-08",20122.8859701493
"1582",7,"2010-10-08",8061.66186440678
"1583",8,"2010-10-08",13016.6984848485
"1584",9,"2010-10-08",9093.34690909091
"1585",10,"2010-10-08",26196.9329850746
"1586",11,"2010-10-08",19372.0210606061
"1587",12,"2010-10-08",14612.6130645161
"1588",13,"2010-10-08",26689.3311594203
"1589",14,"2010-10-08",30953.6570149254
"1590",15,"2010-10-08",9247.62809523809
"1591",16,"2010-10-08",7680.49140350877
"1592",17,"2010-10-08",13323.9075409836
"1593",18,"2010-10-08",18482.8881355932
"1594",19,"2010-10-08",21184.0571641791
"1595",20,"2010-10-08",30951.2818181818
"1596",21,"2010-10-08",11045.5262295082
"1597",22,"2010-10-08",16544.8351666667
"1598",23,"2010-10-08",18754.7209677419
"1599",24,"2010-10-08",20103.7728358209
"1600",25,"2010-10-08",10763.3530645161
"1601",26,"2010-10-08",15326.7878461538
"1602",27,"2010-10-08",25204.9352238806
"1603",28,"2010-10-08",19773.7426865672
"1604",29,"2010-10-08",8903.25949152542
"1605",30,"2010-10-08",12140.3210526316
"1606",31,"2010-10-08",19313.551641791
"1607",32,"2010-10-08",15862.0557352941
"1608",33,"2010-10-08",7814.85794117647
"1609",34,"2010-10-08",14191.6510769231
"1610",35,"2010-10-08",14800.7224137931
"1611",36,"2010-10-08",13423.9666666667
"1612",37,"2010-10-08",12164.0195348837
"1613",38,"2010-10-08",8348.91928571429
"1614",39,"2010-10-08",19541.7909230769
"1615",40,"2010-10-08",14877.9606153846
"1616",41,"2010-10-08",17418.6266666667
"1617",42,"2010-10-08",14946.9025
"1618",43,"2010-10-08",19758.7811111111
"1619",44,"2010-10-08",6792.44585365854
"1620",45,"2010-10-08",12017.4052459016
"1621",1,"2010-10-15",21211.3486567164
"1622",2,"2010-10-15",26616.696119403
"1623",3,"2010-10-15",5908.35896551724
"1624",4,"2010-10-15",27089.1533823529
"1625",5,"2010-10-15",4867.46631578947
"1626",6,"2010-10-15",19858.3898507463
"1627",7,"2010-10-15",7780.10898305085
"1628",8,"2010-10-15",12366.6798484848
"1629",9,"2010-10-15",8171.50581818182
"1630",10,"2010-10-15",25068.1728358209
"1631",11,"2010-10-15",17568.0765151515
"1632",12,"2010-10-15",13627.4109677419
"1633",13,"2010-10-15",26325.3256521739
"1634",14,"2010-10-15",28569.0411940299
"1635",15,"2010-10-15",9034.01047619048
"1636",16,"2010-10-15",7825.32684210526
"1637",17,"2010-10-15",13483.4040983607
"1638",18,"2010-10-15",17131.016440678
"1639",19,"2010-10-15",20263.9380597015
"1640",20,"2010-10-15",29284.7375757576
"1641",21,"2010-10-15",11259.5270491803
"1642",22,"2010-10-15",15619.6146666667
"1643",23,"2010-10-15",17750.6930645161
"1644",24,"2010-10-15",19194.8392537313
"1645",25,"2010-10-15",9801.79258064516
"1646",26,"2010-10-15",14334.2212307692
"1647",27,"2010-10-15",25483.6005970149
"1648",28,"2010-10-15",17088.5313432836
"1649",29,"2010-10-15",8059.92728813559
"1650",30,"2010-10-15",11924.3623684211
"1651",31,"2010-10-15",18785.9243283582
"1652",32,"2010-10-15",15998.5532352941
"1653",33,"2010-10-15",7363.25147058823
"1654",34,"2010-10-15",13513.5750769231
"1655",35,"2010-10-15",13518.9151724138
"1656",36,"2010-10-15",13688.9136363636
"1657",37,"2010-10-15",11577.4460465116
"1658",38,"2010-10-15",8028.43738095238
"1659",39,"2010-10-15",18823.6783076923
"1660",40,"2010-10-15",13911.5098461538
"1661",41,"2010-10-15",16961.7918181818
"1662",42,"2010-10-15",13951.7215
"1663",43,"2010-10-15",19387.5605555556
"1664",44,"2010-10-15",6529.5643902439
"1665",45,"2010-10-15",11472.2249180328
"1666",1,"2010-10-22",19463.1776119403
"1667",2,"2010-10-22",25669.6786567164
"1668",3,"2010-10-22",5919.96706896552
"1669",4,"2010-10-22",27846.5941176471
"1670",5,"2010-10-22",4943.1450877193
"1671",6,"2010-10-22",19621.1217910448
"1672",7,"2010-10-22",7883.32881355932
"1673",8,"2010-10-22",12483.6639393939
"1674",9,"2010-10-22",8355.36763636364
"1675",10,"2010-10-22",25521.736119403
"1676",11,"2010-10-22",17438.2504545455
"1677",12,"2010-10-22",13488.0922580645
"1678",13,"2010-10-22",25433.7079710145
"1679",14,"2010-10-22",28569.7235820896
"1680",15,"2010-10-22",9366.59984126984
"1681",16,"2010-10-22",9355.33543859649
"1682",17,"2010-10-22",13055.1521311475
"1683",18,"2010-10-22",17489.3330508475
"1684",19,"2010-10-22",20027.507761194
"1685",20,"2010-10-22",28299.9654545455
"1686",21,"2010-10-22",11473.0601639344
"1687",22,"2010-10-22",15646.746
"1688",23,"2010-10-22",18084.0688709677
"1689",24,"2010-10-22",18221.2729850746
"1690",25,"2010-10-22",10495.0688709677
"1691",26,"2010-10-22",14002.5392307692
"1692",27,"2010-10-22",24988.8410447761
"1693",28,"2010-10-22",16487.9029850746
"1694",29,"2010-10-22",8424.41423728814
"1695",30,"2010-10-22",12055.6978947368
"1696",31,"2010-10-22",18685.3608955224
"1697",32,"2010-10-22",16042.4379411765
"1698",33,"2010-10-22",6846.23647058824
"1699",34,"2010-10-22",14237.228
"1700",35,"2010-10-22",13989.0125862069
"1701",36,"2010-10-22",12824.2184848485
"1702",37,"2010-10-22",11847.7555813953
"1703",38,"2010-10-22",8055.12285714286
"1704",39,"2010-10-22",19130.6409230769
"1705",40,"2010-10-22",13405.9810769231
"1706",41,"2010-10-22",17243.1333333333
"1707",42,"2010-10-22",13019.26925
"1708",43,"2010-10-22",18859.8594444444
"1709",44,"2010-10-22",6555.88512195122
"1710",45,"2010-10-22",11742.4598360656
"1711",1,"2010-10-29",19907.4080597015
"1712",2,"2010-10-29",26300.7955223881
"1713",3,"2010-10-29",5846.45603448276
"1714",4,"2010-10-29",27608.1689705882
"1715",5,"2010-10-29",4772.88596491228
"1716",6,"2010-10-29",20251.3823880597
"1717",7,"2010-10-29",7722.61881355932
"1718",8,"2010-10-29",12237.8209090909
"1719",9,"2010-10-29",9033.27363636364
"1720",10,"2010-10-29",25251.9950746269
"1721",11,"2010-10-29",17560.891969697
"1722",12,"2010-10-29",14665.2533870968
"1723",13,"2010-10-29",26510.3484057971
"1724",14,"2010-10-29",29091.7811940299
"1725",15,"2010-10-29",9196.42412698413
"1726",16,"2010-10-29",8453.16964912281
"1727",17,"2010-10-29",13631.7983606557
"1728",18,"2010-10-29",17016.0493220339
"1729",19,"2010-10-29",20502.6553731343
"1730",20,"2010-10-29",28081.6139393939
"1731",21,"2010-10-29",11681.7196721311
"1732",22,"2010-10-29",16578.9465
"1733",23,"2010-10-29",17522.725
"1734",24,"2010-10-29",18197.926119403
"1735",25,"2010-10-29",10620.5809677419
"1736",26,"2010-10-29",13596.7330769231
"1737",27,"2010-10-29",24752.2173134328
"1738",28,"2010-10-29",17919.9946268657
"1739",29,"2010-10-29",8737.5786440678
"1740",30,"2010-10-29",11494.4923684211
"1741",31,"2010-10-29",18422.3685074627
"1742",32,"2010-10-29",16147.5008823529
"1743",33,"2010-10-29",6238.125
"1744",34,"2010-10-29",13960.4981538462
"1745",35,"2010-10-29",14408.1296551724
"1746",36,"2010-10-29",11859.4075757576
"1747",37,"2010-10-29",11937.9081395349
"1748",38,"2010-10-29",8100.35452380952
"1749",39,"2010-10-29",19415.0858461538
"1750",40,"2010-10-29",13209.2950769231
"1751",41,"2010-10-29",16953.1139393939
"1752",42,"2010-10-29",11876.527
"1753",43,"2010-10-29",16893.5566666667
"1754",44,"2010-10-29",6962.76024390244
"1755",45,"2010-10-29",11616.2195081967
"1756",1,"2010-11-05",22550.2370149254
"1757",2,"2010-11-05",28623.4258208955
"1758",3,"2010-11-05",7142.4775862069
"1759",4,"2010-11-05",29257.5186764706
"1760",5,"2010-11-05",5605.27280701754
"1761",6,"2010-11-05",22214.7825373134
"1762",7,"2010-11-05",7970.16152542373
"1763",8,"2010-11-05",13835.8992424242
"1764",9,"2010-11-05",9304.09236363636
"1765",10,"2010-11-05",26951.2535820896
"1766",11,"2010-11-05",19789.7634848485
"1767",12,"2010-11-05",14539.7814516129
"1768",13,"2010-11-05",26367.0773913043
"1769",14,"2010-11-05",30771.7505970149
"1770",15,"2010-11-05",9550.99253968254
"1771",16,"2010-11-05",7708.20157894737
"1772",17,"2010-11-05",13107.0183606557
"1773",18,"2010-11-05",18087.4162711864
"1774",19,"2010-11-05",21097.1920895522
"1775",20,"2010-11-05",32594.6840909091
"1776",21,"2010-11-05",11672.1954098361
"1777",22,"2010-11-05",16499.4963333333
"1778",23,"2010-11-05",19210.4596774194
"1779",24,"2010-11-05",19013.7202985075
"1780",25,"2010-11-05",11055.4229032258
"1781",26,"2010-11-05",14789.5258461538
"1782",27,"2010-11-05",24911.4423880597
"1783",28,"2010-11-05",22118.1459701493
"1784",29,"2010-11-05",8681.51033898305
"1785",30,"2010-11-05",12702.37
"1786",31,"2010-11-05",19489.8834328358
"1787",32,"2010-11-05",15470.8907352941
"1788",33,"2010-11-05",7203.38882352941
"1789",34,"2010-11-05",14759.6318461538
"1790",35,"2010-11-05",14320.8913793103
"1791",36,"2010-11-05",12260.736969697
"1792",37,"2010-11-05",12526.4272093023
"1793",38,"2010-11-05",9041.58071428571
"1794",39,"2010-11-05",19478.684
"1795",40,"2010-11-05",14620.5212307692
"1796",41,"2010-11-05",17344.3281818182
"1797",42,"2010-11-05",14088.79175
"1798",43,"2010-11-05",16774.1630555556
"1799",44,"2010-11-05",6576.85048780488
"1800",45,"2010-11-05",12302.1314754098
"1801",1,"2010-11-12",21743.4608955224
"1802",2,"2010-11-12",28385.8929850746
"1803",3,"2010-11-12",6577.5775862069
"1804",4,"2010-11-12",29090.1202941176
"1805",5,"2010-11-12",5227.83789473684
"1806",6,"2010-11-12",22092.9202985075
"1807",7,"2010-11-12",8415.17728813559
"1808",8,"2010-11-12",13617.7218181818
"1809",9,"2010-11-12",9366.47981818182
"1810",10,"2010-11-12",27967.306119403
"1811",11,"2010-11-12",19200.4139393939
"1812",12,"2010-11-12",14998.7759677419
"1813",13,"2010-11-12",27691.4830434783
"1814",14,"2010-11-12",30879.772238806
"1815",15,"2010-11-12",9633.52825396825
"1816",16,"2010-11-12",7835.81210526316
"1817",17,"2010-11-12",13772.5719672131
"1818",18,"2010-11-12",17960.2345762712
"1819",19,"2010-11-12",21980.7537313433
"1820",20,"2010-11-12",32537.6284848485
"1821",21,"2010-11-12",11954.8749180328
"1822",22,"2010-11-12",17143.3583333333
"1823",23,"2010-11-12",22085.4840322581
"1824",24,"2010-11-12",19406.2428358209
"1825",25,"2010-11-12",11278.3172580645
"1826",26,"2010-11-12",14825.314
"1827",27,"2010-11-12",26959.7002985075
"1828",28,"2010-11-12",18777.7837313433
"1829",29,"2010-11-12",8805.26694915254
"1830",30,"2010-11-12",11325.6260526316
"1831",31,"2010-11-12",20051.0264179104
"1832",32,"2010-11-12",16636.8313235294
"1833",33,"2010-11-12",7992.48088235294
"1834",34,"2010-11-12",14925.5035384615
"1835",35,"2010-11-12",14686.9127586207
"1836",36,"2010-11-12",12848.1257575758
"1837",37,"2010-11-12",12019.0313953488
"1838",38,"2010-11-12",8085.06666666667
"1839",39,"2010-11-12",19594.4052307692
"1840",40,"2010-11-12",14201.4998461538
"1841",41,"2010-11-12",17621.538030303
"1842",42,"2010-11-12",14682.67325
"1843",43,"2010-11-12",16503.2402777778
"1844",44,"2010-11-12",6857.68195121951
"1845",45,"2010-11-12",12335.8270491803
"1846",1,"2010-11-19",21528.507761194
"1847",2,"2010-11-19",28870.4005970149
"1848",3,"2010-11-19",6306.95568965517
"1849",4,"2010-11-19",30427.1551470588
"1850",5,"2010-11-19",5140.58192982456
"1851",6,"2010-11-19",22266.3341791045
"1852",7,"2010-11-19",8000.80559322034
"1853",8,"2010-11-19",13168.3787878788
"1854",9,"2010-11-19",9280.80563636364
"1855",10,"2010-11-19",28552.7782089552
"1856",11,"2010-11-19",19281.0396969697
"1857",12,"2010-11-19",14146.4311290323
"1858",13,"2010-11-19",27419.3431884058
"1859",14,"2010-11-19",28867.6837313433
"1860",15,"2010-11-19",9385.02428571429
"1861",16,"2010-11-19",7888.38736842105
"1862",17,"2010-11-19",12550.7340983607
"1863",18,"2010-11-19",17191.0823728814
"1864",19,"2010-11-19",20233.8870149254
"1865",20,"2010-11-19",31135.508030303
"1866",21,"2010-11-19",12158.7378688525
"1867",22,"2010-11-19",16075.5946666667
"1868",23,"2010-11-19",20743.0403225806
"1869",24,"2010-11-19",18781.0853731343
"1870",25,"2010-11-19",11203.4875806452
"1871",26,"2010-11-19",13734.5070769231
"1872",27,"2010-11-19",25019.7676119403
"1873",28,"2010-11-19",17424.483880597
"1874",29,"2010-11-19",8462.72169491525
"1875",30,"2010-11-19",11135.9452631579
"1876",31,"2010-11-19",20138.002238806
"1877",32,"2010-11-19",16686.3892647059
"1878",33,"2010-11-19",6578.04588235294
"1879",34,"2010-11-19",14503.8910769231
"1880",35,"2010-11-19",14176.7932758621
"1881",36,"2010-11-19",12404.1472727273
"1882",37,"2010-11-19",12030.4258139535
"1883",38,"2010-11-19",8288.91619047619
"1884",39,"2010-11-19",20684.6255384615
"1885",40,"2010-11-19",12922.3903076923
"1886",41,"2010-11-19",17505.3468181818
"1887",42,"2010-11-19",13079.85925
"1888",43,"2010-11-19",16346.3197222222
"1889",44,"2010-11-19",6917.67926829268
"1890",45,"2010-11-19",11593.4821311475
"1891",1,"2010-11-26",28141.1953731343
"1892",2,"2010-11-26",38924.0285074627
"1893",3,"2010-11-26",9506.34
"1894",4,"2010-11-26",40253.7286764706
"1895",5,"2010-11-26",8445.92473684211
"1896",6,"2010-11-26",33205.2652238806
"1897",7,"2010-11-26",13905.9120338983
"1898",8,"2010-11-26",18621.0446969697
"1899",9,"2010-11-26",13629.0545454545
"1900",10,"2010-11-26",42964.1655223881
"1901",11,"2010-11-26",26093.1812121212
"1902",12,"2010-11-26",25158.0482258065
"1903",13,"2010-11-26",39324.294057971
"1904",14,"2010-11-26",42605.8640298507
"1905",15,"2010-11-26",17272.4180952381
"1906",16,"2010-11-26",11173.6580701754
"1907",17,"2010-11-26",16125.0790163934
"1908",18,"2010-11-26",27243.0718644068
"1909",19,"2010-11-26",29187.9688059702
"1910",20,"2010-11-26",41505.8731818182
"1911",21,"2010-11-26",19832.9149180328
"1912",22,"2010-11-26",25404.0755
"1913",23,"2010-11-26",32670.8135483871
"1914",24,"2010-11-26",26066.6747761194
"1915",25,"2010-11-26",17378.0132258065
"1916",26,"2010-11-26",19598.3444615385
"1917",27,"2010-11-26",38426.8285074627
"1918",28,"2010-11-26",28487.1894029851
"1919",29,"2010-11-26",16286.7496610169
"1920",30,"2010-11-26",12161.0128947368
"1921",31,"2010-11-26",27379.8208955224
"1922",32,"2010-11-26",23576.9332352941
"1923",33,"2010-11-26",7039.18294117647
"1924",34,"2010-11-26",19775.038
"1925",35,"2010-11-26",29927.2570689655
"1926",36,"2010-11-26",12313.5012121212
"1927",37,"2010-11-26",12033.2734883721
"1928",38,"2010-11-26",8575.63857142857
"1929",39,"2010-11-26",32038.7921538462
"1930",40,"2010-11-26",17628.084
"1931",41,"2010-11-26",27732.9012121212
"1932",42,"2010-11-26",13012.6555
"1933",43,"2010-11-26",17541.6972222222
"1934",44,"2010-11-26",7483.78658536585
"1935",45,"2010-11-26",18877.4121311475
"1936",1,"2010-12-03",21944.0246268657
"1937",2,"2010-12-03",28993.6153731343
"1938",3,"2010-12-03",7826.15396551724
"1939",4,"2010-12-03",29768.1894117647
"1940",5,"2010-12-03",5755.34649122807
"1941",6,"2010-12-03",23950.3755223881
"1942",7,"2010-12-03",8894.73694915254
"1943",8,"2010-12-03",13810.1887878788
"1944",9,"2010-12-03",10010.9118181818
"1945",10,"2010-12-03",31847.5694029851
"1946",11,"2010-12-03",19767.051969697
"1947",12,"2010-12-03",16242.2408064516
"1948",13,"2010-12-03",29024.2813043478
"1949",14,"2010-12-03",32139.506119403
"1950",15,"2010-12-03",11160.873015873
"1951",16,"2010-12-03",8561.65614035088
"1952",17,"2010-12-03",14526.0739344262
"1953",18,"2010-12-03",19330.666440678
"1954",19,"2010-12-03",23216.9928358209
"1955",20,"2010-12-03",35187.4571212121
"1956",21,"2010-12-03",12764.927704918
"1957",22,"2010-12-03",19195.2783333333
"1958",23,"2010-12-03",24947.3051612903
"1959",24,"2010-12-03",20309.6591044776
"1960",25,"2010-12-03",13395.9653225806
"1961",26,"2010-12-03",15275.6996923077
"1962",27,"2010-12-03",26897.2492537313
"1963",28,"2010-12-03",20928.7925373134
"1964",29,"2010-12-03",10500.6710169492
"1965",30,"2010-12-03",10678.5292105263
"1966",31,"2010-12-03",19343.6697014925
"1967",32,"2010-12-03",16937.3642647059
"1968",33,"2010-12-03",6155.99029411765
"1969",34,"2010-12-03",14824.4801538462
"1970",35,"2010-12-03",15849.9548275862
"1971",36,"2010-12-03",10869.3366666667
"1972",37,"2010-12-03",11762.2790697674
"1973",38,"2010-12-03",8365.90976190476
"1974",39,"2010-12-03",20436.3570769231
"1975",40,"2010-12-03",14944.2149230769
"1976",41,"2010-12-03",17620.4796969697
"1977",42,"2010-12-03",12450.87225
"1978",43,"2010-12-03",15421.8119444444
"1979",44,"2010-12-03",6414.8943902439
"1980",45,"2010-12-03",13611.4344262295
"1981",1,"2010-12-10",23977.1050746269
"1982",2,"2010-12-10",34514.9741791045
"1983",3,"2010-12-10",7640.85810344828
"1984",4,"2010-12-10",32895.7373529412
"1985",5,"2010-12-10",5912.47754385965
"1986",6,"2010-12-10",26288.0473134328
"1987",7,"2010-12-10",9700.10254237288
"1988",8,"2010-12-10",15544.3724242424
"1989",9,"2010-12-10",10811.3903636364
"1990",10,"2010-12-10",34195.5165671642
"1991",11,"2010-12-10",22446.9371212121
"1992",12,"2010-12-10",16956.5391935484
"1993",13,"2010-12-10",34543.2014492754
"1994",14,"2010-12-10",37561.6480597015
"1995",15,"2010-12-10",12771.3455555556
"1996",16,"2010-12-10",9502.27719298246
"1997",17,"2010-12-10",15188.0826229508
"1998",18,"2010-12-10",22565.7623728814
"1999",19,"2010-12-10",26060.678358209
"2000",20,"2010-12-10",40564.1681818182
"2001",21,"2010-12-10",14712.7155737705
"2002",22,"2010-12-10",21407.4711666667
"2003",23,"2010-12-10",28906.8112903226
"2004",24,"2010-12-10",22966.9741791045
"2005",25,"2010-12-10",14782.079516129
"2006",26,"2010-12-10",17326.3004615385
"2007",27,"2010-12-10",30717.1764179104
"2008",28,"2010-12-10",21008.9682089552
"2009",29,"2010-12-10",11619.2466101695
"2010",30,"2010-12-10",11227.7123684211
"2011",31,"2010-12-10",21329.8047761194
"2012",32,"2010-12-10",19491.6185294118
"2013",33,"2010-12-10",7406.92882352941
"2014",34,"2010-12-10",16123.764
"2015",35,"2010-12-10",18046.2393103448
"2016",36,"2010-12-10",12181.7621212121
"2017",37,"2010-12-10",11837.6606976744
"2018",38,"2010-12-10",8447.74047619048
"2019",39,"2010-12-10",23772.9652307692
"2020",40,"2010-12-10",16651.4095384615
"2021",41,"2010-12-10",20972.7231818182
"2022",42,"2010-12-10",14569.0155
"2023",43,"2010-12-10",16563.4308333333
"2024",44,"2010-12-10",6739.17024390244
"2025",45,"2010-12-10",15468.9724590164
"2026",1,"2010-12-17",27281.8223880597
"2027",2,"2010-12-17",38120.3367164179
"2028",3,"2010-12-17",8308.67586206897
"2029",4,"2010-12-17",39498.7576470588
"2030",5,"2010-12-17",6226.23473684211
"2031",6,"2010-12-17",30280.8495522388
"2032",7,"2010-12-17",11719.1698305085
"2033",8,"2010-12-17",17998.1737878788
"2034",9,"2010-12-17",12094.1165454545
"2035",10,"2010-12-17",40608.7452238806
"2036",11,"2010-12-17",27069.528030303
"2037",12,"2010-12-17",20118.9801612903
"2038",13,"2010-12-17",39234.2913043478
"2039",14,"2010-12-17",40368.1958208955
"2040",15,"2010-12-17",15032.7450793651
"2041",16,"2010-12-17",11018.1231578947
"2042",17,"2010-12-17",16770.4290163934
"2043",18,"2010-12-17",25720.3371186441
"2044",19,"2010-12-17",27889.0441791045
"2045",20,"2010-12-17",41816.2963636364
"2046",21,"2010-12-17",18303.412295082
"2047",22,"2010-12-17",24250.4756666667
"2048",23,"2010-12-17",34761.5182258065
"2049",24,"2010-12-17",24170.7019402985
"2050",25,"2010-12-17",16264.7759677419
"2051",26,"2010-12-17",18114.0509230769
"2052",27,"2010-12-17",33998.6507462687
"2053",28,"2010-12-17",21928.1634328358
"2054",29,"2010-12-17",14058.1569491525
"2055",30,"2010-12-17",11649.5663157895
"2056",31,"2010-12-17",25098.4726865672
"2057",32,"2010-12-17",22272.3142647059
"2058",33,"2010-12-17",6986.45735294118
"2059",34,"2010-12-17",18409.9016923077
"2060",35,"2010-12-17",21837.82
"2061",36,"2010-12-17",12353.1239393939
"2062",37,"2010-12-17",12391.0274418605
"2063",38,"2010-12-17",7927.40214285714
"2064",39,"2010-12-17",27510.5178461538
